年度,交付金,目標,目標名,指標群,指標,列番号,配点,北塩原村,全国平均,全国中央値,標準偏差,該当市町村数,該当率
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅰ）体制・取組指標群,3 / 施策の実施状況の把握・改善 / イ / ①,27,1.0,0.0,0.8116025272831706,,0.39102923802542044,1413.0,0.8116025272831706
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅰ）体制・取組指標群,3 / 施策の実施状況の把握・改善 / イ / ②,28,1.0,0.0,0.8931648477886273,,0.3089035488034179,1555.0,0.8931648477886273
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅰ）体制・取組指標群,3 / 施策の実施状況の把握・改善 / イ / ③,29,1.0,0.0,0.8621481906950029,,0.34474438063054175,1501.0,0.8621481906950029
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅰ）体制・取組指標群,3 / 施策の実施状況の把握・改善 / イ / ④,30,1.0,0.0,0.7800114876507754,,0.41423853850601544,1358.0,0.7800114876507754
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅰ）体制・取組指標群,3 / 施策の実施状況の把握・改善 / ウ / ①,31,1.0,0.0,0.7708213670304422,,0.42030439821605775,1342.0,0.7708213670304422
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅰ）体制・取組指標群,3 / 施策の実施状況の把握・改善 / ウ / ②,32,1.0,0.0,0.8523836875358989,,0.3547192365217905,1484.0,0.8523836875358989
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅰ）体制・取組指標群,3 / 施策の実施状況の把握・改善 / ウ / ③,33,1.0,0.0,0.8265364732912119,,0.3786475031088118,1439.0,0.8265364732912119
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅰ）体制・取組指標群,3 / 施策の実施状況の把握・改善 / ウ / ④,34,1.0,0.0,0.7501435956346927,,0.43292976516167997,1306.0,0.7501435956346927
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅰ）体制・取組指標群,3 / 施策の実施状況の把握・改善 / エ / ①,35,1.0,0.0,0.6318207926479035,,0.48231035508858655,1100.0,0.6318207926479035
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅰ）体制・取組指標群,3 / 施策の実施状況の把握・改善 / エ / ②,36,1.0,0.0,0.6886846639862149,,0.4630314218024617,1199.0,0.6886846639862149
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅰ）体制・取組指標群,3 / 施策の実施状況の把握・改善 / エ / ③,37,1.0,0.0,0.6812176909821941,,0.46600445113226335,1186.0,0.6812176909821941
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅰ）体制・取組指標群,3 / 施策の実施状況の把握・改善 / エ / ④,38,1.0,0.0,0.6329695577254452,,0.4819949135813567,1102.0,0.6329695577254452
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅰ）体制・取組指標群,4 / 評価結果の活用 / ア,39,4.0,0.0,3.090178058587019,,1.676756333095372,1345.0,0.7725445146467548
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅰ）体制・取組指標群,4 / 評価結果の活用 / イ,40,4.0,0.0,2.2883400344629523,,1.9791058649111986,996.0,0.5720850086157381
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅰ）体制・取組指標群,4 / 評価結果の活用 / ウ,41,4.0,0.0,2.534175761056864,,1.9273443533264418,1103.0,0.633543940264216
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅰ）体制・取組指標群,4 / 評価結果の活用 / エ,42,4.0,0.0,1.6358414704192992,,1.9665677118608507,712.0,0.4089603676048248
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅱ）活動指標群,1 / 今年度の評価点 / ア,43,3.0,0.0,2.105686387133831,,1.372276940140279,1222.0,0.7018954623779438
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅱ）活動指標群,1 / 今年度の評価点 / イ,44,3.0,0.0,1.5094773118897185,,1.4999700598876449,876.0,0.5031591039632395
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅱ）活動指標群,1 / 今年度の評価点 / ウ,45,3.0,0.0,0.9115450890292935,,1.3797538975318961,529.0,0.3038483630097645
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅱ）活動指標群,1 / 今年度の評価点 / エ,46,3.0,0.0,0.3032739804709937,,0.9043488454032881,176.0,0.10109132682366456
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅱ）活動指標群,2 / 後期高齢者と給付費の伸び率比較 / ア,47,3.0,3.0,2.095347501435956,,1.3767938671180824,1216.0,0.6984491671453188
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅱ）活動指標群,2 / 後期高齢者と給付費の伸び率比較 / イ,48,3.0,3.0,1.4974152785755313,,1.4999977730700662,869.0,0.4991384261918438
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅱ）活動指標群,2 / 後期高齢者と給付費の伸び率比較 / ウ,49,3.0,3.0,0.8977599080987938,,1.3737928780230397,521.0,0.29925330269959793
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅱ）活動指標群,2 / 後期高齢者と給付費の伸び率比較 / エ,50,3.0,0.0,0.2981045376220563,,0.8974671567892102,173.0,0.0993681792073521
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅱ）活動指標群,3 / PFS委託事業数 / ア,51,3.0,0.0,0.13957495692130958,,0.6318573432067901,81.0,0.04652498564043653
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅱ）活動指標群,3 / PFS委託事業数 / イ,52,3.0,0.0,0.13957495692130958,,0.6318573432067901,81.0,0.04652498564043653
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅱ）活動指標群,3 / PFS委託事業数 / ウ,53,3.0,0.0,0.04135554279149914,,0.3497947218797303,24.0,0.013785180930499713
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,（ⅱ）活動指標群,3 / PFS委託事業数 / エ,54,3.0,0.0,0.015508328546812177,,0.21513827503752248,9.0,0.005169442848937392
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,,Ⅰ（ⅰ） 計,55,64.0,12.0,49.451464675473865,52.0,14.06216502599475,,
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,,Ⅰ（ⅱ） 計,56,36.0,9.0,9.954623779437105,9.0,6.383107700522585,,
令和7年度,推進交付金,目標Ⅰ,持続可能な地域のあるべき姿をかたちにする,,Ⅰ 合計,57,100.0,21.0,59.40608845491097,62.0,18.01687089040255,,
令和7年度,推進交付金,目標Ⅱ,公正・公平な給付を行う体制を構築する,（ⅰ）体制・取組指標群,1 / 給付費適正化方策の策定状況 / ア,58,8.0,8.0,6.837449741527857,,2.819375633771331,1488.0,0.8546812176909822
令和7年度,推進交付金,目標Ⅱ,公正・公平な給付を行う体制を構築する,（ⅰ）体制・取組指標群,1 / 給付費適正化方策の策定状況 / イ,59,8.0,8.0,6.543365881677197,,3.087278735702427,1424.0,0.8179207352096496
令和7年度,推進交付金,目標Ⅱ,公正・公平な給付を行う体制を構築する,（ⅰ）体制・取組指標群,1 / 給付費適正化方策の策定状況 / ウ,60,8.0,0.0,5.656519241815049,,3.6408713244904023,1231.0,0.7070649052268811
令和7年度,推進交付金,目標Ⅱ,公正・公平な給付を行う体制を構築する,（ⅰ）体制・取組指標群,1 / 給付費適正化方策の策定状況 / エ,61,8.0,0.0,4.480183802412407,,3.9710733455705354,975.0,0.5600229753015509
令和7年度,推進交付金,目標Ⅱ,公正・公平な給付を行う体制を構築する,（ⅰ）体制・取組指標群,2 / 給付費適正化事業の取組状況 / ア,62,6.0,6.0,5.713957495692131,,1.2784501208793784,1658.0,0.9523262492820218
令和7年度,推進交付金,目標Ⅱ,公正・公平な給付を行う体制を構築する,（ⅰ）体制・取組指標群,2 / 給付費適正化事業の取組状況 / イ / ①,63,2.0,2.0,1.9138426191843767,,0.40606855007774006,1666.0,0.9569213095921884
令和7年度,推進交付金,目標Ⅱ,公正・公平な給付を行う体制を構築する,（ⅰ）体制・取組指標群,2 / 給付費適正化事業の取組状況 / イ / ②,64,2.0,2.0,1.874784606547961,,0.4845120144503428,1632.0,0.9373923032739805
令和7年度,推進交付金,目標Ⅱ,公正・公平な給付を行う体制を構築する,（ⅰ）体制・取組指標群,2 / 給付費適正化事業の取組状況 / イ / ③,65,2.0,2.0,1.781734635267088,,0.6236112250624046,1551.0,0.890867317633544
令和7年度,推進交付金,目標Ⅱ,公正・公平な給付を行う体制を構築する,（ⅰ）体制・取組指標群,2 / 給付費適正化事業の取組状況 / ウ,66,8.0,0.0,4.4480183802412405,,3.974830755009075,968.0,0.5560022975301551
令和7年度,推進交付金,目標Ⅱ,公正・公平な給付を行う体制を構築する,（ⅰ）体制・取組指標群,2 / 給付費適正化事業の取組状況 / エ,67,8.0,0.0,3.322228604250431,,3.9421600595490385,723.0,0.4152785755313039
令和7年度,推進交付金,目標Ⅱ,公正・公平な給付を行う体制を構築する,（ⅰ）体制・取組指標群,2 / 給付費適正化事業の取組状況 / オ,68,8.0,8.0,4.765077541642734,,3.9261503225518393,1037.0,0.5956346927053418
令和7年度,推進交付金,目標Ⅱ,公正・公平な給付を行う体制を構築する,（ⅱ）活動指標群,1 / ケアプラン点検の実施状況 / ア,69,4.0,0.0,2.7983917288914415,,1.8337313454368758,1218.0,0.6995979322228604
令和7年度,推進交付金,目標Ⅱ,公正・公平な給付を行う体制を構築する,（ⅱ）活動指標群,1 / ケアプラン点検の実施状況 / イ,70,4.0,0.0,1.9988512349224583,,1.9999996700846718,870.0,0.4997128087306146
令和7年度,推進交付金,目標Ⅱ,公正・公平な給付を行う体制を構築する,（ⅱ）活動指標群,1 / ケアプラン点検の実施状況 / ウ,71,4.0,0.0,1.1993107409534751,,1.8327293063754742,522.0,0.2998276852383688
令和7年度,推進交付金,目標Ⅱ,公正・公平な給付を行う体制を構築する,（ⅱ）活動指標群,1 / ケアプラン点検の実施状況 / エ,72,4.0,0.0,0.39977024698449165,,1.1996936015349606,174.0,0.09994256174612291
令和7年度,推進交付金,目標Ⅱ,公正・公平な給付を行う体制を構築する,（ⅱ）活動指標群,2 / 医療情報との突合の実施状況 / ア,73,4.0,4.0,2.9178632969557725,,1.7769431527489785,1270.0,0.7294658242389431
令和7年度,推進交付金,目標Ⅱ,公正・公平な給付を行う体制を構築する,（ⅱ）活動指標群,2 / 医療情報との突合の実施状況 / イ,74,4.0,4.0,2.9178632969557725,,1.7769431527489785,1270.0,0.7294658242389431
令和7年度,推進交付金,目標Ⅱ,公正・公平な給付を行う体制を構築する,（ⅱ）活動指標群,2 / 医療情報との突合の実施状況 / ウ,75,4.0,4.0,2.9178632969557725,,1.7769431527489785,1270.0,0.7294658242389431
令和7年度,推進交付金,目標Ⅱ,公正・公平な給付を行う体制を構築する,（ⅱ）活動指標群,2 / 医療情報との突合の実施状況 / エ,76,4.0,4.0,2.9178632969557725,,1.7769431527489785,1270.0,0.7294658242389431
令和7年度,推進交付金,目標Ⅱ,公正・公平な給付を行う体制を構築する,,Ⅱ（ⅰ） 計,77,68.0,36.0,47.33716255025847,52.0,17.3708921826963,,
令和7年度,推進交付金,目標Ⅱ,公正・公平な給付を行う体制を構築する,,Ⅱ（ⅱ） 計,78,32.0,16.0,18.067777139574957,20.0,9.47792872168084,,
令和7年度,推進交付金,目標Ⅱ,公正・公平な給付を行う体制を構築する,,Ⅱ 合計,79,100.0,52.0,65.40493968983343,68.0,21.024636372326423,,
令和7年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅰ）体制・取組指標群,1 / 介護人材の確保・定着の取組状況 / ア,80,6.0,6.0,4.621481906950029,,2.524043665516446,1341.0,0.7702469844916715
令和7年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅰ）体制・取組指標群,1 / 介護人材の確保・定着の取組状況 / イ,81,6.0,6.0,4.1527857553130385,,2.769672363718739,1205.0,0.6921309592188397
令和7年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅰ）体制・取組指標群,1 / 介護人材の確保・定着の取組状況 / ウ,82,6.0,0.0,4.221711659965537,,2.739967266210356,1225.0,0.7036186099942562
令和7年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅰ）体制・取組指標群,1 / 介護人材の確保・定着の取組状況 / エ,83,6.0,0.0,3.1326823664560597,,2.997064462041419,909.0,0.5221137277426766
令和7年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅰ）体制・取組指標群,1 / 介護人材の確保・定着の取組状況 / オ,84,6.0,0.0,1.1200459506031017,,2.3378992219846015,325.0,0.18667432510051696
令和7年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅰ）体制・取組指標群,2 / 庁内・庁外における連携体制 / ア,85,6.0,0.0,4.8385985066054,,2.370560172513745,1404.0,0.8064330844342332
令和7年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅰ）体制・取組指標群,2 / 庁内・庁外における連携体制 / イ,86,6.0,0.0,5.176335439402642,,2.064839958737749,1502.0,0.8627225732337737
令和7年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅰ）体制・取組指標群,2 / 庁内・庁外における連携体制 / ウ / ①,87,2.0,0.0,1.4302125215393453,,0.9027276368377998,1245.0,0.7151062607696727
令和7年度,推進交付金,目標Ⅲ,介護人材の確保その他のサービス提供基盤の整備を推進する,（ⅰ）体制・取組指標群,2 / 庁内・庁外における連携体制 / ウ / ②,88,2.0,0.0,1.4945433658816771,,0.869152955044405,1301.0,0.7472716829408386
